text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
FRIENDS...  KEEP   EMAMIREAL ON RADAR  LOOKS BULLISH ,1126,"[{""start"": 19, ""end"": 28, ""text"": ""EMAMIREAL"", ""labels"": [""symbol""]}]",1,1133,2022-09-15T20:31:38.711328Z,2022-09-15T20:31:38.711384Z,18.552
MAHSEAMLES GIVEN AT 587 FOR DELIVERY  TOUCHED 597.90 INTRADAY ITSELF ,1127,"[{""start"": 0, ""end"": 10, ""text"": ""MAHSEAMLES"", ""labels"": [""symbol""]}, {""start"": 20, ""end"": 23, ""text"": ""587"", ""labels"": [""enter""]}, {""start"": 28, ""end"": 36, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 46, ""end"": 52, ""text"": ""597.90"", ""labels"": [""touched""]}, {""start"": 53, ""end"": 61, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,1132,2022-09-15T17:30:47.590855Z,2022-09-15T17:30:47.590917Z,19.475
NIFTY FUTURES SUGGESTED AT 16390 ... TOUCHED 16430+ ,1100,"[{""start"": 0, ""end"": 13, ""text"": ""NIFTY FUTURES"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 32, ""text"": ""16390"", ""labels"": [""enter""]}, {""start"": 45, ""end"": 50, ""text"": ""16430"", ""labels"": [""touched""]}]",1,1106,2022-09-14T17:19:43.922674Z,2022-09-15T17:30:12.437214Z,10.969000000000001
WATCHOUT.. FRIENDS...  OUR NIFTY FUTURES GIVEN A BUY AT 16390 ... ROCKING NOW... TOUCHED 16447+ ,1098,"[{""start"": 27, ""end"": 40, ""text"": ""NIFTY FUTURES"", ""labels"": [""symbol""]}, {""start"": 56, ""end"": 61, ""text"": ""16390"", ""labels"": [""enter""]}, {""start"": 89, ""end"": 94, ""text"": ""16447"", ""labels"": [""touched""]}]",1,1104,2022-09-14T17:19:24.141919Z,2022-09-15T17:30:07.481390Z,16.964
INTRADAY UPDATE  SELAN GIVEN ABOVE 202 TOUCHED 204.50 ,1090,"[{""start"": 17, ""end"": 22, ""text"": ""SELAN"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""202"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 47, ""end"": 53, ""text"": ""204.50"", ""labels"": [""touched""]}]",1,1096,2022-09-14T17:18:00.554760Z,2022-09-15T17:30:01.863693Z,11.138
WATCHOUT.. RELIANCE ABOVE 2776 TOUCHED 2785.80 ,1087,"[{""start"": 11, ""end"": 19, ""text"": ""RELIANCE"", ""labels"": [""symbol""]}, {""start"": 26, ""end"": 30, ""text"": ""2776"", ""labels"": [""enter""]}, {""start"": 39, ""end"": 46, ""text"": ""2785.80"", ""labels"": [""touched""]}]",1,1093,2022-09-14T17:17:20.830008Z,2022-09-15T17:29:56.775820Z,9.455
INTRADAY UPDATE  JKPAPER GIVEN ABOVE 346 TOUCHED 349.90 (ALMOST FIRST TARGET OF 350 ACHIEVED) ,1067,"[{""start"": 17, ""end"": 24, ""text"": ""JKPAPER"", ""labels"": [""symbol""]}, {""start"": 37, ""end"": 40, ""text"": ""346"", ""labels"": [""enter""]}, {""start"": 80, ""end"": 83, ""text"": ""350"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 49, ""end"": 55, ""text"": ""349.90"", ""labels"": [""touched""]}]",1,1073,2022-09-14T17:14:42.405569Z,2022-09-15T17:29:49.889992Z,17.409
INTRADAY UPDATE  KEC GIVEN A BUY AT 385 TOUCHED TARGET 390 ,957,"[{""start"": 17, ""end"": 20, ""text"": ""KEC"", ""labels"": [""symbol""]}, {""start"": 36, ""end"": 39, ""text"": ""385"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 55, ""end"": 58, ""text"": ""390"", ""labels"": [""touched""]}]",1,963,2022-09-13T05:45:09.195726Z,2022-09-15T17:29:43.084023Z,11.483
INTRADAY UPDATE  MAHINDCIE GIVEN ABOVE 235 TOUCHED 237.50 ,903,"[{""start"": 17, ""end"": 26, ""text"": ""MAHINDCIE"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""235"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 51, ""end"": 57, ""text"": ""237.50"", ""labels"": [""touched""]}]",1,909,2022-09-13T05:39:34.487180Z,2022-09-15T17:29:37.194170Z,11.416
NIFTY SPOT BELOW 15785 TOUCHED 15736 LEVELS  ALERTED AT 15795 LEVELS ,874,"[{""start"": 0, ""end"": 10, ""text"": ""NIFTY SPOT"", ""labels"": [""symbol""]}, {""start"": 17, ""end"": 22, ""text"": ""15785"", ""labels"": [""enter""]}, {""start"": 56, ""end"": 61, ""text"": ""15795"", ""labels"": [""enter""]}, {""start"": 31, ""end"": 36, ""text"": ""15736"", ""labels"": [""touched""]}]",1,880,2022-09-13T05:36:03.125557Z,2022-09-15T17:29:27.884937Z,43.33
INTRADAY UPDATE  WABAG GIVEN AT 253 TOUCHED FIRST TARGET 257 AND IS GOING STRONG AT 258.50 ,724,"[{""start"": 17, ""end"": 22, ""text"": ""WABAG"", ""labels"": [""symbol""]}, {""start"": 32, ""end"": 35, ""text"": ""253"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 84, ""end"": 90, ""text"": ""258.50"", ""labels"": [""touched""]}, {""start"": 57, ""end"": 60, ""text"": ""257"", ""labels"": [""touched""]}]",1,730,2022-09-13T05:18:42.184017Z,2022-09-15T17:28:49.268125Z,63.51
INTRADAY UPDATE  KEC GIVEN AT 406 TOUCHED 410.50  KEEP ON BOOKING / TRAILING ACCORDINGLY ,831,"[{""start"": 17, ""end"": 20, ""text"": ""KEC"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""406"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 42, ""end"": 48, ""text"": ""410.50"", ""labels"": [""touched""]}]",1,837,2022-09-13T05:31:19.746885Z,2022-09-15T17:28:29.095365Z,11.128
INTRADAY UPDATE  KEC GIVEN AT 406 TOUCHED TARGET 413 (HIGH : 413.80) ,830,"[{""start"": 17, ""end"": 20, ""text"": ""KEC"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""406"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 49, ""end"": 52, ""text"": ""413"", ""labels"": [""touched""]}]",1,836,2022-09-13T05:31:13.455758Z,2022-09-15T17:28:22.313081Z,15.751000000000001
INTRADAY UPDATE  M&MFIN GIVEN A BUY ABOVE 186 TOUCHED FIRST TARGET 190 (HIGH : 190.40) ,821,"[{""start"": 17, ""end"": 23, ""text"": ""M&MFIN"", ""labels"": [""symbol""]}, {""start"": 42, ""end"": 45, ""text"": ""186"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 67, ""end"": 70, ""text"": ""190"", ""labels"": [""touched""]}]",1,827,2022-09-13T05:30:18.672571Z,2022-09-15T17:28:15.519897Z,17.514
INTRADAY UPDATE  LOKESHMACH GIVEN ABOVE 79 TOUCHED 81.25  GANESHHOUC GIVEN ABOVE 291 TOUCHED 294.50 ,800,"[{""start"": 17, ""end"": 27, ""text"": ""LOKESHMACH"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 42, ""text"": ""79"", ""labels"": [""enter""]}, {""start"": 58, ""end"": 68, ""text"": ""GANESHHOUC"", ""labels"": [""symbol""]}, {""start"": 81, ""end"": 84, ""text"": ""291"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 93, ""end"": 99, ""text"": ""294.50"", ""labels"": [""touched""]}, {""start"": 51, ""end"": 56, ""text"": ""81.25"", ""labels"": [""touched""]}]",1,806,2022-09-13T05:27:56.395403Z,2022-09-15T17:28:06.665930Z,22.380000000000003
INTRADAY UPDATE  ADSL GIVEN AT 127 TOUCHED SECOND TARGET 134 ,788,"[{""start"": 17, ""end"": 21, ""text"": ""ADSL"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 34, ""text"": ""127"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 57, ""end"": 60, ""text"": ""134"", ""labels"": [""touched""]}]",1,794,2022-09-13T05:26:33.078728Z,2022-09-15T17:27:54.957523Z,11.218
INTRADAY UPDATE  AMDIND GIVEN AT 48.70 TOUCHED 52 ,781,"[{""start"": 17, ""end"": 23, ""text"": ""AMDIND"", ""labels"": [""symbol""]}, {""start"": 33, ""end"": 38, ""text"": ""48.70"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 47, ""end"": 49, ""text"": ""52"", ""labels"": [""touched""]}]",1,787,2022-09-13T05:25:42.875144Z,2022-09-15T17:27:48.476325Z,13.338999999999999
INTRADAY UPDATE  HMVL GIVEN AT 52.70 TOUCHED 54.80 ,763,"[{""start"": 17, ""end"": 21, ""text"": ""HMVL"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 36, ""text"": ""52.70"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 45, ""end"": 50, ""text"": ""54.80"", ""labels"": [""touched""]}]",1,769,2022-09-13T05:23:44.649115Z,2022-09-15T17:27:40.602291Z,15.055
INTRADAY UPDATE  FMGOETZE GIVEN AT 295 TOUCHED 298.20 ,723,"[{""start"": 17, ""end"": 25, ""text"": ""FMGOETZE"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""295"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 47, ""end"": 53, ""text"": ""298.20"", ""labels"": [""touched""]}]",1,729,2022-09-13T05:18:28.364354Z,2022-09-15T17:26:45.190409Z,11.834
INTRADAY UPDATE  GET&D GIVEN ABOVE 111 TOUCHED 114   KEEP ON BOOKING / TRAILING ACCORDINGLY ,701,"[{""start"": 17, ""end"": 22, ""text"": ""GET&D"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""111"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 47, ""end"": 50, ""text"": ""114"", ""labels"": [""touched""]}]",1,707,2022-09-13T05:14:49.597261Z,2022-09-15T17:26:38.873150Z,25.856
INTRADAY UPDATE  EMAMIREAL GIVEN A BUY AT 74 TOUCHED 76.70   KEEP ON BOOKING / TRAILING ACCORDINGLY ,665,"[{""start"": 17, ""end"": 26, ""text"": ""EMAMIREAL"", ""labels"": [""symbol""]}, {""start"": 42, ""end"": 44, ""text"": ""74"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 53, ""end"": 58, ""text"": ""76.70"", ""labels"": [""touched""]}]",1,668,2022-09-12T11:22:26.240846Z,2022-09-15T17:26:20.308801Z,13.971
INTRADAY UPDATE  SATIA GIVEN ABOVE 131 TOUCHED 133.40  KEEP ON BOOKING / TRAILING ACCORDINGLY ,655,"[{""start"": 17, ""end"": 22, ""text"": ""SATIA"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""131"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 47, ""end"": 53, ""text"": ""133.40"", ""labels"": [""touched""]}]",1,658,2022-09-12T11:21:23.806509Z,2022-09-15T17:26:13.119053Z,14.334
INTRADAY UPDATE  SPAL GIVEN A BUY ABOVE 412 TOUCHED 418.80  KEEP ON BOOKING / TRAILING ACCORDINGLY ,629,"[{""start"": 17, ""end"": 21, ""text"": ""SPAL"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 43, ""text"": ""412"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 52, ""end"": 58, ""text"": ""418.80"", ""labels"": [""touched""]}]",1,632,2022-09-11T11:28:43.194814Z,2022-09-15T17:26:03.237900Z,18.936
INTRADAY UPDATE  ASTRAMICRO GIVEN ABOVE 290 TOUCHED 295  KEEP ON BOOKING / TRAILNG ACCORDINGLY ,568,"[{""start"": 17, ""end"": 27, ""text"": ""ASTRAMICRO"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 43, ""text"": ""290"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 52, ""end"": 55, ""text"": ""295"", ""labels"": [""touched""]}]",1,571,2022-09-10T18:44:54.072860Z,2022-09-15T17:25:49.865936Z,16.863
BTST UPDATE  LGBBROSLTD TOUCHED 725   AGROPHOS TOUCHED 38.30 FROM 33.80 ,545,"[{""start"": 13, ""end"": 23, ""text"": ""LGBBROSLTD"", ""labels"": [""symbol""]}, {""start"": 38, ""end"": 46, ""text"": ""AGROPHOS"", ""labels"": [""symbol""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 32, ""end"": 35, ""text"": ""725"", ""labels"": [""touched""]}, {""start"": 66, ""end"": 71, ""text"": ""33.80"", ""labels"": [""enter""]}, {""start"": 55, ""end"": 60, ""text"": ""38.30"", ""labels"": [""touched""]}]",1,547,2022-09-10T18:42:41.950632Z,2022-09-15T17:25:41.111451Z,42.068
INTRADAY UPDATE  NDRAUTO GIVEN A BUY ABOVE 402 TOUCHED 407.10   KEEP ON BOOKING / TRAILING ACCORDINGLY ,497,"[{""start"": 17, ""end"": 24, ""text"": ""NDRAUTO"", ""labels"": [""symbol""]}, {""start"": 43, ""end"": 46, ""text"": ""402"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 55, ""end"": 61, ""text"": ""407.10"", ""labels"": [""touched""]}]",1,499,2022-09-10T18:37:54.914691Z,2022-09-15T17:25:20.034507Z,14.73
INTRADAY UPDATE  SHANTIGEAR GIVEN ABOVE 262 TOUCHED 267  KEEP ON BOOKING / TRAILING ACCORDINGLY ,396,"[{""start"": 17, ""end"": 27, ""text"": ""SHANTIGEAR"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 43, ""text"": ""262"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 52, ""end"": 55, ""text"": ""267"", ""labels"": [""touched""]}]",1,398,2022-09-10T18:02:12.678730Z,2022-09-15T17:25:12.774555Z,13.286000000000001
INTRADAY UPDATE  SHANTIGEAR GIVEN A BUY ABOVE 262 TOUCHED  TARGET 270 ,393,"[{""start"": 17, ""end"": 27, ""text"": ""SHANTIGEAR"", ""labels"": [""symbol""]}, {""start"": 46, ""end"": 49, ""text"": ""262"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 66, ""end"": 69, ""text"": ""270"", ""labels"": [""touched""]}]",1,395,2022-09-10T18:01:56.478884Z,2022-09-15T17:25:05.566922Z,12.621
BBL... ABOVE 1880 TOUCHED 1897 ,386,"[{""start"": 0, ""end"": 3, ""text"": ""BBL"", ""labels"": [""symbol""]}, {""start"": 13, ""end"": 17, ""text"": ""1880"", ""labels"": [""enter""]}, {""start"": 26, ""end"": 30, ""text"": ""1897"", ""labels"": [""touched""]}]",1,388,2022-09-10T18:01:06.971423Z,2022-09-15T17:24:58.265547Z,8.926
BEPL.. ROCKING.. GIVEN AROUND 117 TOUCHED 126 TODAY ITSELF ,378,"[{""start"": 0, ""end"": 4, ""text"": ""BEPL"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""117"", ""labels"": [""enter""]}, {""start"": 42, ""end"": 45, ""text"": ""126"", ""labels"": [""touched""]}]",1,380,2022-09-10T18:00:21.124943Z,2022-09-15T17:24:51.962773Z,12.315999999999999
BTST UPDATE  DAAWAT GIVEN AT 99 TOUCHED 101.35  AUTOIND GIVEN AT 70 LEVELS.. TOUCHED 73.60 ,375,"[{""start"": 13, ""end"": 19, ""text"": ""DAAWAT"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 31, ""text"": ""99"", ""labels"": [""enter""]}, {""start"": 48, ""end"": 55, ""text"": ""AUTOIND"", ""labels"": [""symbol""]}, {""start"": 65, ""end"": 67, ""text"": ""70"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 40, ""end"": 46, ""text"": ""101.35"", ""labels"": [""touched""]}, {""start"": 85, ""end"": 90, ""text"": ""73.60"", ""labels"": [""touched""]}]",1,377,2022-09-10T18:00:06.425697Z,2022-09-15T17:24:45.054864Z,30.776
INTRADAY UPDATE  AURIONPRO GIVEN A BUY ABOVE 343 TOUCHED TARGET 350 ,357,"[{""start"": 17, ""end"": 26, ""text"": ""AURIONPRO"", ""labels"": [""symbol""]}, {""start"": 45, ""end"": 48, ""text"": ""343"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 64, ""end"": 67, ""text"": ""350"", ""labels"": [""touched""]}]",1,359,2022-09-10T17:58:21.396901Z,2022-09-15T17:24:18.719490Z,16.78
FRIENDS...  WATCHOUT.. CTE GIVEN ABOVE 82 TOUCHED 86.90   KEEP ON BOOKING / TRAILING ACCORDINGLY ,350,"[{""start"": 23, ""end"": 26, ""text"": ""CTE"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 41, ""text"": ""82"", ""labels"": [""enter""]}, {""start"": 50, ""end"": 55, ""text"": ""86.90"", ""labels"": [""touched""]}]",1,352,2022-09-10T17:57:39.403802Z,2022-09-15T17:24:06.623399Z,13.904
INTRADAY UPDATE  KIOCL GIVEN ABOVE 200 TOUCHED 206+ ,289,"[{""start"": 17, ""end"": 22, ""text"": ""KIOCL"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 38, ""text"": ""200"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 47, ""end"": 50, ""text"": ""206"", ""labels"": [""touched""]}]",1,291,2022-09-10T17:51:56.835289Z,2022-09-15T17:23:56.510932Z,11.64
SIS.. GIVENFOR BTST AT 458 TOUCHED 461.90 INTRADAY ,278,"[{""start"": 0, ""end"": 3, ""text"": ""SIS"", ""labels"": [""symbol""]}, {""start"": 23, ""end"": 26, ""text"": ""458"", ""labels"": [""enter""]}, {""start"": 35, ""end"": 41, ""text"": ""461.90"", ""labels"": [""touched""]}, {""start"": 42, ""end"": 50, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,280,2022-09-10T17:50:57.679379Z,2022-09-15T17:23:37.190969Z,14.385
AUSOMENT.. STARTED UPMOVE  GIVEN AT 82 TOUCHED 84.70 ,284,"[{""start"": 0, ""end"": 8, ""text"": ""AUSOMENT"", ""labels"": [""symbol""]}, {""start"": 36, ""end"": 38, ""text"": ""82"", ""labels"": [""enter""]}, {""start"": 47, ""end"": 52, ""text"": ""84.70"", ""labels"": [""touched""]}]",1,286,2022-09-10T17:51:31.612041Z,2022-09-15T17:23:26.848202Z,11.27
RELIGARE.. OUR BTST GIVEN AT 148 TOUCHED 154 TODAY ITSELF ,165,"[{""start"": 0, ""end"": 8, ""text"": ""RELIGARE"", ""labels"": [""symbol""]}, {""start"": 29, ""end"": 32, ""text"": ""148"", ""labels"": [""enter""]}, {""start"": 15, ""end"": 19, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 41, ""end"": 44, ""text"": ""154"", ""labels"": [""touched""]}]",1,167,2022-09-10T17:40:50.843991Z,2022-09-15T17:23:10.325164Z,19.267
BTST UPDATE  WELCORP GIVEN AT 241 TOUCHED 254+ TODAY ,125,"[{""start"": 13, ""end"": 20, ""text"": ""WELCORP"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""241"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 42, ""end"": 45, ""text"": ""254"", ""labels"": [""touched""]}]",1,127,2022-09-10T17:29:30.580187Z,2022-09-15T17:23:01.213290Z,23.186
ABOVE 65.50 CAN SHOOT UP.....  UPTO 70+ ,1125,"[{""start"": 6, ""end"": 11, ""text"": ""65.50"", ""labels"": [""entry_momentum""]}, {""start"": 36, ""end"": 38, ""text"": ""70"", ""labels"": [""exit""]}]",1,1131,2022-09-15T14:32:23.250289Z,2022-09-15T14:32:23.250361Z,15.713
INTRADAY : BUY EMMBI ABOVE 94.50 SL 93 TARGET 100 - 105 - 109 ,1124,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 20, ""text"": ""EMMBI"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 32, ""text"": ""94.50"", ""labels"": [""enter""]}, {""start"": 36, ""end"": 38, ""text"": ""93"", ""labels"": [""sl""]}, {""start"": 46, ""end"": 49, ""text"": ""100"", ""labels"": [""exit""]}, {""start"": 52, ""end"": 55, ""text"": ""105"", ""labels"": [""exit2""]}, {""start"": 58, ""end"": 61, ""text"": ""109"", ""labels"": [""exit3""]}]",1,1130,2022-09-15T14:32:06.153955Z,2022-09-15T14:32:06.154033Z,19.854
EMMBI.. QUICKLY DID 97.15 FROM 94.50 ,1123,"[{""start"": 0, ""end"": 5, ""text"": ""EMMBI"", ""labels"": [""symbol""]}, {""start"": 20, ""end"": 25, ""text"": ""97.15"", ""labels"": [""enter""]}, {""start"": 31, ""end"": 36, ""text"": ""94.50"", ""labels"": [""touched""]}]",1,1129,2022-09-15T14:31:44.819073Z,2022-09-15T14:31:44.819114Z,10.323
