text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
BTST UPDATE  NAVA GIVEN AT 221 GOING STRONG AT 227+ ,494,"[{""start"": 13, ""end"": 17, ""text"": ""NAVA"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 30, ""text"": ""221"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 47, ""end"": 50, ""text"": ""227"", ""labels"": [""touched""]}]",1,496,2022-09-10T18:37:44.982316Z,2022-10-06T05:25:37.362860Z,13.64
INTRADAY UPDATE  BASML GIVEN ABOVE 55 GOING STRONG AT 58.35 ,492,"[{""start"": 17, ""end"": 22, ""text"": ""BASML"", ""labels"": [""symbol""]}, {""start"": 35, ""end"": 37, ""text"": ""55"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 54, ""end"": 59, ""text"": ""58.35"", ""labels"": [""touched""]}]",1,494,2022-09-10T18:37:29.544743Z,2022-10-06T05:25:27.516528Z,12.931000000000001
INEOSSTYRO... MOVING UP  893 TO 908+ TODAY ONLY ,473,"[{""start"": 0, ""end"": 10, ""text"": ""INEOSSTYRO"", ""labels"": [""symbol""]}, {""start"": 25, ""end"": 28, ""text"": ""893"", ""labels"": [""enter""]}, {""start"": 32, ""end"": 35, ""text"": ""908"", ""labels"": [""touched""]}]",1,475,2022-09-10T18:35:44.295571Z,2022-10-06T05:25:08.071375Z,11.73
OUR BTST GIVEN IN ARCHIDPLY YESTERDAY AROUND 74  ROCKING TODAY AT 82.65 ,462,"[{""start"": 18, ""end"": 27, ""text"": ""ARCHIDPLY"", ""labels"": [""symbol""]}, {""start"": 45, ""end"": 47, ""text"": ""74"", ""labels"": [""enter""]}, {""start"": 4, ""end"": 8, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 66, ""end"": 71, ""text"": ""82.65"", ""labels"": [""touched""]}]",1,464,2022-09-10T18:34:53.518504Z,2022-10-06T05:24:43.176122Z,17.404999999999998
BTST GIVEN IN DANGEE AT 430 GOING STRONG AT 438+ ,416,"[{""start"": 14, ""end"": 20, ""text"": ""DANGEE"", ""labels"": [""symbol""]}, {""start"": 24, ""end"": 27, ""text"": ""430"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 44, ""end"": 47, ""text"": ""438"", ""labels"": [""touched""]}]",1,418,2022-09-10T18:30:52.540296Z,2022-10-06T05:21:46.165668Z,13.909
DELIVERY BUY GIVEN IN BEPL AROUND 117.. IS GOING STRONG AT 122+ ,384,"[{""start"": 22, ""end"": 26, ""text"": ""BEPL"", ""labels"": [""symbol""]}, {""start"": 34, ""end"": 37, ""text"": ""117"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 59, ""end"": 62, ""text"": ""122"", ""labels"": [""touched""]}]",1,386,2022-09-10T18:00:55.771160Z,2022-10-06T05:21:23.498635Z,13.445
INTRADAY UPDATE  HERCULES GIVEN AROUND 142 GOING STRONG AT 144.90 ,383,"[{""start"": 17, ""end"": 25, ""text"": ""HERCULES"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""142"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 59, ""end"": 65, ""text"": ""144.90"", ""labels"": [""touched""]}]",1,385,2022-09-10T18:00:49.518382Z,2022-10-06T05:21:15.230304Z,14.265
INTRADAY UPDATE  AURIONPRO GIVEN ABOVE 343 NOW GOING UP AT 346.80 ,360,"[{""start"": 17, ""end"": 26, ""text"": ""AURIONPRO"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""343"", ""labels"": [""enter""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 59, ""end"": 65, ""text"": ""346.80"", ""labels"": [""touched""]}]",1,362,2022-09-10T17:58:40.329293Z,2022-10-06T05:20:52.323099Z,14.416
WATCHOUT...  OUR CALL IN RAMKY GIVEN ABOVE 180 .. ROCKING NOW AT 189.15 (UPPER CIRCUIT) ,329,"[{""start"": 25, ""end"": 30, ""text"": ""RAMKY"", ""labels"": [""symbol""]}, {""start"": 43, ""end"": 46, ""text"": ""180"", ""labels"": [""enter""]}, {""start"": 65, ""end"": 71, ""text"": ""189.15"", ""labels"": [""touched""]}]",1,331,2022-09-10T17:55:56.753186Z,2022-10-06T05:20:22.376807Z,12.094000000000001
DELIVERY  BUY HISARMET CMP 143 SL 113 TARGET 200  HUGE MOMENTUM ABOVE 148 ,325,"[{""start"": 14, ""end"": 22, ""text"": ""HISARMET"", ""labels"": [""symbol""]}, {""start"": 27, ""end"": 30, ""text"": ""143"", ""labels"": [""enter""]}, {""start"": 34, ""end"": 37, ""text"": ""113"", ""labels"": [""sl""]}, {""start"": 45, ""end"": 48, ""text"": ""200"", ""labels"": [""exit""]}, {""start"": 0, ""end"": 8, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 70, ""end"": 73, ""text"": ""148"", ""labels"": [""entry_momentum""]}]",1,327,2022-09-10T17:55:36.645673Z,2022-10-06T05:20:12.278285Z,19.506
WATCHOUT.. HISARMET GIVEN FOR DELIVERY AT 143 GOING STRONG AT 150+ ,324,"[{""start"": 11, ""end"": 19, ""text"": ""HISARMET"", ""labels"": [""symbol""]}, {""start"": 42, ""end"": 45, ""text"": ""143"", ""labels"": [""enter""]}, {""start"": 30, ""end"": 38, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 62, ""end"": 65, ""text"": ""150"", ""labels"": [""touched""]}]",1,326,2022-09-10T17:55:27.981214Z,2022-10-06T05:20:02.495587Z,15.089
GRSE GIVEN FOR INTRADAY ABOVE 286 GOING STRONG AT 289+  KEEP ON BOOKING / TRAILING ACCORDINGLY ,309,"[{""start"": 0, ""end"": 4, ""text"": ""GRSE"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 33, ""text"": ""286"", ""labels"": [""enter""]}, {""start"": 15, ""end"": 23, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 50, ""end"": 53, ""text"": ""289"", ""labels"": [""touched""]}]",1,311,2022-09-10T17:53:49.270168Z,2022-10-06T05:19:34.875114Z,17.427
WATCHOUT FRIENDS...  REFEX GIVEN FOR BUY AT 135 GOING STRONG AT 142+ ,297,"[{""start"": 21, ""end"": 26, ""text"": ""REFEX"", ""labels"": [""symbol""]}, {""start"": 44, ""end"": 47, ""text"": ""135"", ""labels"": [""enter""]}, {""start"": 64, ""end"": 67, ""text"": ""142"", ""labels"": [""touched""]}]",1,299,2022-09-10T17:52:40.112957Z,2022-10-06T05:19:15.105757Z,10.259
WATCHOUT...  MAXIND.. GIVEN ABOVE 81 ROCKING NOW AT 84+ ,266,"[{""start"": 13, ""end"": 19, ""text"": ""MAXIND"", ""labels"": [""symbol""]}, {""start"": 34, ""end"": 36, ""text"": ""81"", ""labels"": [""enter""]}, {""start"": 52, ""end"": 54, ""text"": ""84"", ""labels"": [""touched""]}]",1,268,2022-09-10T17:49:54.719670Z,2022-10-06T05:18:57.766768Z,9.336
OUR TODAY'S FIRST CALL IN POLYMED ABOVE 785 ROCKING NOW AT 825+ ,253,"[{""start"": 26, ""end"": 33, ""text"": ""POLYMED"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 43, ""text"": ""785"", ""labels"": [""enter""]}, {""start"": 59, ""end"": 62, ""text"": ""825"", ""labels"": [""touched""]}]",1,255,2022-09-10T17:48:34.829525Z,2022-10-06T05:18:43.951157Z,10.054
MAXIND.. ON UPPER CIRCUIT 91.05.. TODAY GIVEN ABV 81 FOR BUY ,252,"[{""start"": 0, ""end"": 6, ""text"": ""MAXIND"", ""labels"": [""symbol""]}, {""start"": 50, ""end"": 52, ""text"": ""81"", ""labels"": [""enter""]}, {""start"": 26, ""end"": 31, ""text"": ""91.05"", ""labels"": [""touched""]}]",1,254,2022-09-10T17:48:29.458398Z,2022-10-06T05:18:37.376670Z,13.602
INTRADAY CUM BTST  BUY ELGIRUBCO ABOVE 34 SL 32.50 TARGET 36.85 (INTRADAY)  BTST POSSIBLY 41+ ,246,"[{""start"": 23, ""end"": 32, ""text"": ""ELGIRUBCO"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 41, ""text"": ""34"", ""labels"": [""enter""]}, {""start"": 45, ""end"": 50, ""text"": ""32.50"", ""labels"": [""sl""]}, {""start"": 58, ""end"": 63, ""text"": ""36.85"", ""labels"": [""exit""]}, {""start"": 90, ""end"": 92, ""text"": ""41"", ""labels"": [""exit""]}, {""start"": 76, ""end"": 80, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 13, ""end"": 17, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 65, ""end"": 73, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,248,2022-09-10T17:48:04.949375Z,2022-10-06T05:18:24.240984Z,30.607
KAMATHOTEL LOOKING VERY PROMISING... DON'T MISS  BTST TARGETS AT 110+   EXTREME SHORT TERM DELIVERY TARGETS 141+ ,238,"[{""start"": 0, ""end"": 10, ""text"": ""KAMATHOTEL"", ""labels"": [""symbol""]}, {""start"": 65, ""end"": 68, ""text"": ""110"", ""labels"": [""exit""]}, {""start"": 108, ""end"": 111, ""text"": ""141"", ""labels"": [""exit""]}, {""start"": 91, ""end"": 99, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 49, ""end"": 53, ""text"": ""BTST"", ""labels"": [""btst""]}]",1,240,2022-09-10T17:47:23.823436Z,2022-10-06T05:18:14.499448Z,31.432000000000002
DEEPENR ON 97.40 (UPPER CIRCUIT) ,217,"[{""start"": 0, ""end"": 7, ""text"": ""DEEPENR"", ""labels"": [""symbol""]}, {""start"": 11, ""end"": 16, ""text"": ""97.40"", ""labels"": [""touched""]}]",1,219,2022-09-10T17:45:15.118812Z,2022-10-06T05:15:27.214528Z,11.132000000000001
BLISSGVS DID 81 TO 83.60  ELECTHERM DID 86 TO 88.95 ,192,"[{""start"": 0, ""end"": 8, ""text"": ""BLISSGVS"", ""labels"": [""symbol""]}, {""start"": 13, ""end"": 15, ""text"": ""81"", ""labels"": [""enter""]}, {""start"": 26, ""end"": 35, ""text"": ""ELECTHERM"", ""labels"": [""symbol""]}, {""start"": 40, ""end"": 42, ""text"": ""86"", ""labels"": [""enter""]}, {""start"": 19, ""end"": 24, ""text"": ""83.60"", ""labels"": [""touched""]}, {""start"": 46, ""end"": 51, ""text"": ""88.95"", ""labels"": [""touched""]}]",1,194,2022-09-10T17:43:20.336869Z,2022-10-06T05:15:09.335781Z,18.517
RELIGARE DID 148 TO 151.75 TODAY ITSELF ,167,"[{""start"": 0, ""end"": 8, ""text"": ""RELIGARE"", ""labels"": [""symbol""]}, {""start"": 13, ""end"": 16, ""text"": ""148"", ""labels"": [""enter""]}, {""start"": 20, ""end"": 26, ""text"": ""151.75"", ""labels"": [""touched""]}]",1,169,2022-09-10T17:41:02.662544Z,2022-10-06T05:14:54.603928Z,11.639
INTRADAY UPDATE  HUHTAMAKI GIVEN ABOVE 195 GOING STRONG AT 199+  KEEP ON BOOKING / TRAILING ACCORDINGLY ,151,"[{""start"": 17, ""end"": 26, ""text"": ""HUHTAMAKI"", ""labels"": [""symbol""]}, {""start"": 39, ""end"": 42, ""text"": ""195"", ""labels"": [""enter""]}, {""start"": 59, ""end"": 62, ""text"": ""199"", ""labels"": [""touched""]}]",1,153,2022-09-10T17:32:05.606110Z,2022-10-06T05:14:38.804719Z,15.546999999999999
INDOTECH... TARGET OF 195 ALMOST ACHIEVED (HIGH : 194.70)  INTRADAY BUY GIVEN ABOVE 183 ,126,"[{""start"": 0, ""end"": 8, ""text"": ""INDOTECH"", ""labels"": [""symbol""]}, {""start"": 84, ""end"": 87, ""text"": ""183"", ""labels"": [""enter""]}, {""start"": 50, ""end"": 56, ""text"": ""194.70"", ""labels"": [""touched""]}, {""start"": 59, ""end"": 67, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 22, ""end"": 25, ""text"": ""195"", ""labels"": [""touched""]}]",1,128,2022-09-10T17:29:42.230879Z,2022-10-06T05:14:10.930661Z,41.224999999999994
JMA.. .GIVEN AT 72 GOING STRONG AT 74.90 LEVELS ,45,"[{""start"": 0, ""end"": 3, ""text"": ""JMA"", ""labels"": [""symbol""]}, {""start"": 16, ""end"": 18, ""text"": ""72"", ""labels"": [""enter""]}, {""start"": 35, ""end"": 40, ""text"": ""74.90"", ""labels"": [""touched""]}]",1,47,2022-09-10T16:26:46.376479Z,2022-10-06T05:12:28.796648Z,15.572
WATCHOUT...  BLISSGVS GIVEN ABOVE 82 GOING UP.. NOW AT 84+ ,43,"[{""start"": 13, ""end"": 21, ""text"": ""BLISSGVS"", ""labels"": [""symbol""]}, {""start"": 34, ""end"": 36, ""text"": ""82"", ""labels"": [""enter""]}, {""start"": 55, ""end"": 57, ""text"": ""84"", ""labels"": [""touched""]}]",1,45,2022-09-10T16:26:26.977164Z,2022-10-06T05:12:22.666570Z,11.25
TREJHARA.. DID 71 TO 75 ,31,"[{""start"": 0, ""end"": 8, ""text"": ""TREJHARA"", ""labels"": [""symbol""]}, {""start"": 15, ""end"": 17, ""text"": ""71"", ""labels"": [""enter""]}, {""start"": 21, ""end"": 23, ""text"": ""75"", ""labels"": [""touched""]}]",1,33,2022-09-10T16:24:59.471237Z,2022-10-06T05:12:03.201599Z,11.192
TREJHARA.. ROCKING.. GIVEN ABOVE 71 ... GOING STRONG AT 75.90  KEEP ON BOOKING / TRAILING ACCORDINGLY ,30,"[{""start"": 0, ""end"": 8, ""text"": ""TREJHARA"", ""labels"": [""symbol""]}, {""start"": 33, ""end"": 35, ""text"": ""71"", ""labels"": [""enter""]}, {""start"": 56, ""end"": 61, ""text"": ""75.90"", ""labels"": [""touched""]}]",1,32,2022-09-10T16:24:52.653850Z,2022-10-06T05:11:56.919259Z,17.241999999999997
TREJHARA... 71 TO 78+ BLISSGVS .. 82 TO 85+ ,29,"[{""start"": 0, ""end"": 8, ""text"": ""TREJHARA"", ""labels"": [""symbol""]}, {""start"": 12, ""end"": 14, ""text"": ""71"", ""labels"": [""enter""]}, {""start"": 22, ""end"": 30, ""text"": ""BLISSGVS"", ""labels"": [""symbol""]}, {""start"": 34, ""end"": 36, ""text"": ""82"", ""labels"": [""enter""]}, {""start"": 18, ""end"": 20, ""text"": ""78"", ""labels"": [""touched""]}, {""start"": 40, ""end"": 42, ""text"": ""85"", ""labels"": [""touched""]}]",1,31,2022-09-10T16:24:43.873532Z,2022-10-06T05:11:45.916875Z,56.769
FRIENDS..  ANYTIME MOMENTUM CAN COME IN DCMNVL  ITS A BINDAAAST BUY ,1,"[{""start"": 40, ""end"": 46, ""text"": ""DCMNVL"", ""labels"": [""symbol""]}]",1,3,2022-09-10T16:21:06.419568Z,2022-10-06T05:09:59.976323Z,183.674
INTRADAY : BUY GALLISPAT ABOVE 57 SL 55.50 TARGET 59 - 61 - 63 - 65 ,1971,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 24, ""text"": ""GALLISPAT"", ""labels"": [""symbol""]}, {""start"": 31, ""end"": 33, ""text"": ""57"", ""labels"": [""enter""]}, {""start"": 37, ""end"": 42, ""text"": ""55.50"", ""labels"": [""sl""]}, {""start"": 50, ""end"": 52, ""text"": ""59"", ""labels"": [""exit""]}, {""start"": 55, ""end"": 57, ""text"": ""61"", ""labels"": [""exit2""]}, {""start"": 60, ""end"": 62, ""text"": ""63"", ""labels"": [""exit3""]}, {""start"": 65, ""end"": 67, ""text"": ""65"", ""labels"": [""exit3""]}]",1,1975,2022-10-05T18:42:51.620887Z,2022-10-05T18:42:51.620947Z,30.006
INVERTED H&S AND MULTIPLE TOPS  CONFIRMATION ABOVE 57 - 57.50  FOR A SOLID UPMOVE ,1970,"[{""start"": 51, ""end"": 53, ""text"": ""57"", ""labels"": [""enter""]}, {""start"": 56, ""end"": 61, ""text"": ""57.50"", ""labels"": [""entry_momentum""]}]",1,1974,2022-10-05T18:42:21.119030Z,2022-10-05T18:42:21.119087Z,8.789
GALLANTT : DON'T MISS ABOVE 71.50 ,1969,"[{""start"": 0, ""end"": 8, ""text"": ""GALLANTT"", ""labels"": [""symbol""]}, {""start"": 28, ""end"": 33, ""text"": ""71.50"", ""labels"": [""enter""]}]",1,1973,2022-10-05T18:42:11.888911Z,2022-10-05T18:42:11.888972Z,4.27
13 RS UPMOVE MAY BE POSSIBLE ABOVE 71.50 - 72 AS PER CHARTS.... ,1968,"[{""start"": 35, ""end"": 40, ""text"": ""71.50"", ""labels"": [""enter""]}, {""start"": 43, ""end"": 45, ""text"": ""72"", ""labels"": [""entry_momentum""]}]",1,1972,2022-10-05T18:42:07.075719Z,2022-10-05T18:42:07.075776Z,12.882
BTST : ARCHIES CMP 23.40 ,1967,"[{""start"": 0, ""end"": 4, ""text"": ""BTST"", ""labels"": [""btst""]}, {""start"": 7, ""end"": 14, ""text"": ""ARCHIES"", ""labels"": [""symbol""]}, {""start"": 19, ""end"": 24, ""text"": ""23.40"", ""labels"": [""enter""]}]",1,1971,2022-10-05T18:41:53.639067Z,2022-10-05T18:41:53.639144Z,6.927
 ,1966,,1,1970,2022-10-05T18:41:46.229182Z,2022-10-05T18:41:46.229226Z,1.581
INTRADAY : BUY CHAMBALFERT ABOVE 485 SL 480 TARGET 490 - 495 ,1965,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 26, ""text"": ""CHAMBALFERT"", ""labels"": [""symbol""]}, {""start"": 33, ""end"": 36, ""text"": ""485"", ""labels"": [""enter""]}, {""start"": 40, ""end"": 43, ""text"": ""480"", ""labels"": [""sl""]}, {""start"": 51, ""end"": 54, ""text"": ""490"", ""labels"": [""exit""]}, {""start"": 57, ""end"": 60, ""text"": ""495"", ""labels"": [""exit2""]}]",1,1969,2022-10-05T18:41:44.096766Z,2022-10-05T18:41:44.096846Z,9.774
INTRADAY : BUY ORIENTABRA CMP 33.50 SL 32 TARGET 35 - 37.50  - 38 ,1964,"[{""start"": 0, ""end"": 8, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}, {""start"": 15, ""end"": 25, ""text"": ""ORIENTABRA"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 35, ""text"": ""33.50"", ""labels"": [""enter""]}, {""start"": 39, ""end"": 41, ""text"": ""32"", ""labels"": [""sl""]}, {""start"": 49, ""end"": 51, ""text"": ""35"", ""labels"": [""exit""]}, {""start"": 54, ""end"": 59, ""text"": ""37.50"", ""labels"": [""exit2""]}, {""start"": 63, ""end"": 65, ""text"": ""38"", ""labels"": [""exit3""]}]",1,1968,2022-10-05T18:41:33.734826Z,2022-10-05T18:41:33.734885Z,10.529
ORIENTABRA...   INVERTED H&S PATTERN  RSI BREAKOUT ,1963,"[{""start"": 0, ""end"": 10, ""text"": ""ORIENTABRA"", ""labels"": [""symbol""]}]",1,1967,2022-10-05T18:41:22.670536Z,2022-10-05T18:41:22.670587Z,16.42
OPEN-LOW IS SAME... SO ABOVE 33.50 CAN  ROCK UPTO 36.90 INTRADAY ,1962,"[{""start"": 29, ""end"": 34, ""text"": ""33.50"", ""labels"": [""enter""]}, {""start"": 50, ""end"": 55, ""text"": ""36.90"", ""labels"": [""exit""]}, {""start"": 56, ""end"": 64, ""text"": ""INTRADAY"", ""labels"": [""intraday""]}]",1,1966,2022-10-05T18:41:05.805813Z,2022-10-05T18:41:05.805874Z,13.314
FLAG BREAKOUT  BUY TEXINFRA ABOVE 67 SL 65.50 TARGET 69 - 71 - 73 ,1961,"[{""start"": 19, ""end"": 27, ""text"": ""TEXINFRA"", ""labels"": [""symbol""]}, {""start"": 34, ""end"": 36, ""text"": ""67"", ""labels"": [""enter""]}, {""start"": 40, ""end"": 45, ""text"": ""65.50"", ""labels"": [""sl""]}, {""start"": 53, ""end"": 55, ""text"": ""69"", ""labels"": [""exit""]}, {""start"": 58, ""end"": 60, ""text"": ""71"", ""labels"": [""exit2""]}, {""start"": 63, ""end"": 65, ""text"": ""73"", ""labels"": [""exit3""]}]",1,1965,2022-10-05T18:40:51.926030Z,2022-10-05T18:40:51.926097Z,11.529
TEXINFRA ,1960,"[{""start"": 0, ""end"": 8, ""text"": ""TEXINFRA"", ""labels"": [""symbol""]}]",1,1964,2022-10-05T18:40:39.857920Z,2022-10-05T18:40:39.857961Z,2.982
TEXINFRA..HAS OPEN-LOW AS SAME  AND VOLUMES ARE ABOVE AVERAGE VOLUMES ,1959,"[{""start"": 0, ""end"": 8, ""text"": ""TEXINFRA"", ""labels"": [""symbol""]}]",1,1963,2022-10-05T18:40:36.383087Z,2022-10-05T18:40:36.383151Z,4.775
DELIVERY   BUY HEXATRADEX CMP 188.50 SL 170 TARGET 210 - 225 - 237 ,1958,"[{""start"": 0, ""end"": 8, ""text"": ""DELIVERY"", ""labels"": [""delivery""]}, {""start"": 15, ""end"": 25, ""text"": ""HEXATRADEX"", ""labels"": [""symbol""]}, {""start"": 30, ""end"": 36, ""text"": ""188.50"", ""labels"": [""enter""]}, {""start"": 40, ""end"": 43, ""text"": ""170"", ""labels"": [""sl""]}, {""start"": 51, ""end"": 54, ""text"": ""210"", ""labels"": [""exit""]}, {""start"": 57, ""end"": 60, ""text"": ""225"", ""labels"": [""exit2""]}, {""start"": 63, ""end"": 66, ""text"": ""237"", ""labels"": [""exit3""]}]",1,1962,2022-10-05T18:40:31.078480Z,2022-10-05T18:40:31.078521Z,12.967
